% from location i, to location j, time [sec], distance [meters] 
0, 0, 0.000000, 0.000000 
0, 1, 14.678783, 195.717108 
0, 2, 81.033646, 1055.982606 
0, 3, 202.175607, 2631.018806 
0, 4, 121.666135, 1585.091960 
0, 5, 129.397710, 1688.671701 
0, 6, 253.288763, 3296.724994 
0, 7, 244.172949, 3178.951548 
0, 8, 327.273602, 4258.373985 
1, 0, 14.678783, 195.717108 
1, 1, 0.000000, 0.000000 
1, 2, 73.258666, 957.137558 
1, 3, 216.751255, 2820.869953 
1, 4, 136.726353, 1781.242520 
1, 5, 130.462726, 1704.746606 
1, 6, 266.700905, 3471.450573 
1, 7, 259.233166, 3375.102107 
1, 8, 342.333819, 4454.524545 
2, 0, 81.033646, 1055.982606 
2, 1, 73.233653, 956.812393 
2, 2, 0.000000, 0.000000 
2, 3, 283.106117, 3681.135452 
2, 4, 203.081215, 2641.508018 
2, 5, 79.918540, 1054.387052 
2, 6, 333.055768, 4331.716071 
2, 7, 247.452428, 3219.604798 
2, 8, 332.565684, 4325.191073 
3, 0, 208.070762, 2709.000162 
3, 1, 222.730444, 2899.943756 
3, 2, 289.085306, 3760.209254 
3, 3, 0.000000, 0.000000 
3, 4, 119.725209, 1558.912199 
3, 5, 337.449370, 4392.898350 
3, 6, 87.964346, 1146.559857 
3, 7, 265.070835, 3449.676351 
3, 8, 265.456379, 3453.802371 
4, 0, 144.956751, 1887.433875 
4, 1, 160.016969, 2083.584435 
4, 2, 220.335830, 2865.381910 
4, 3, 99.914115, 1299.587544 
4, 4, 0.000000, 0.000000 
4, 5, 268.699893, 3498.071005 
4, 6, 170.024513, 2212.257881 
4, 7, 169.775991, 2209.759231 
4, 8, 236.829812, 3080.572853 
5, 0, 129.397710, 1688.671701 
5, 1, 130.462726, 1704.746606 
5, 2, 79.918540, 1054.387052 
5, 3, 331.470181, 4313.824547 
5, 4, 251.445279, 3274.197114 
5, 5, 0.000000, 0.000000 
5, 6, 381.419831, 4964.405167 
5, 7, 214.691253, 2797.665794 
5, 8, 299.804510, 3903.252069 
6, 0, 266.461741, 3467.973710 
6, 1, 280.885008, 3655.843910 
6, 2, 347.239870, 4516.109408 
6, 3, 80.534782, 1048.631175 
6, 4, 191.311704, 2489.427454 
6, 5, 395.603934, 5148.798504 
6, 6, 0.000000, 0.000000 
6, 7, 332.585699, 4327.260408 
6, 8, 332.890159, 5992.598072 
7, 0, 243.755505, 3173.524780 
7, 1, 258.815722, 3369.675340 
7, 2, 251.638386, 3274.022253 
7, 3, 261.140881, 3397.242600 
7, 4, 169.485729, 2206.421917 
7, 5, 216.365687, 2819.433425 
7, 6, 325.078756, 4229.670150 
7, 7, 0.000000, 0.000000 
7, 8, 84.734381, 1105.837139 
8, 0, 327.273602, 4258.373985 
8, 1, 342.333819, 4454.524545 
8, 2, 336.751642, 4379.608528 
8, 3, 263.188890, 3422.980671 
8, 4, 238.355179, 3100.838716 
8, 5, 301.478943, 3925.019700 
8, 6, 323.435429, 4207.420842 
8, 7, 84.734381, 1105.837139 
8, 8, 0.000000, 0.000000 
