% from location i, to location j, time [sec], distance [meters] 
0, 0, 0.000000, 0.000000 
0, 1, 423.427836, 8466.889499 
0, 2, 1235.936864, 24862.429971 
0, 3, 989.078938, 20937.499873 
0, 4, 818.333395, 15338.624224 
0, 5, 357.553944, 7080.199723 
0, 6, 734.566805, 13408.308681 
0, 7, 808.114628, 16415.108707 
0, 8, 817.484926, 13770.528052 
0, 9, 1124.150370, 21198.234443 
0, 10, 902.251221, 18461.398925 
0, 11, 1023.257897, 17393.434070 
0, 12, 652.788032, 12682.429517 
0, 13, 993.757079, 16938.621037 
0, 14, 632.280902, 11810.401642 
0, 15, 454.981734, 8551.394256 
0, 16, 529.896030, 9530.049200 
0, 17, 1029.117299, 21036.505766 
0, 18, 851.990575, 17801.377924 
0, 19, 820.836953, 14446.060817 
0, 20, 988.939856, 17899.577315 
0, 21, 689.396296, 10523.508845 
0, 22, 697.457475, 13594.903072 
0, 23, 848.174647, 14873.879634 
0, 24, 741.328578, 12777.467958 
0, 25, 1004.562774, 20313.165159 
0, 26, 147.160447, 2912.369911 
0, 27, 621.341642, 9711.275424 
0, 28, 1084.673322, 18559.300143 
0, 29, 767.804382, 16102.142051 
0, 30, 683.531719, 16342.994718 
0, 31, 523.026076, 9614.813496 
0, 32, 1058.476796, 20572.144845 
0, 33, 646.619363, 12229.268867 
0, 34, 1261.788097, 24000.510546 
0, 35, 587.879805, 10920.138356 
0, 36, 992.405293, 18211.528607 
0, 37, 1024.877835, 20818.842462 
0, 38, 721.039544, 13875.425719 
0, 39, 1022.237263, 21652.487293 
0, 40, 760.719218, 15448.794720 
0, 41, 1084.010334, 23011.264400 
0, 42, 886.752045, 19488.870858 
0, 43, 827.332995, 14135.341278 
0, 44, 1095.718530, 22637.936832 
0, 45, 909.978997, 19908.211610 
0, 46, 786.956199, 18274.725279 
0, 47, 998.068591, 19786.624809 
0, 48, 108.874799, 1905.583794 
0, 49, 675.296761, 11365.151222 
0, 50, 1228.199258, 20395.226044 
1, 0, 432.125679, 8447.486947 
1, 1, 0.000000, 0.000000 
1, 2, 948.425914, 15246.634460 
1, 3, 1217.931093, 20352.156931 
1, 4, 1146.829916, 23090.145636 
1, 5, 686.050465, 14831.721134 
1, 6, 672.323643, 11465.914278 
1, 7, 1136.611149, 24166.630119 
1, 8, 425.045896, 5704.995124 
1, 9, 1452.646891, 28949.755855 
1, 10, 840.008059, 16519.004521 
1, 11, 1351.754417, 25144.955482 
1, 12, 590.544870, 10740.035114 
1, 13, 1322.253599, 24690.142449 
1, 14, 960.777423, 19561.923054 
1, 15, 783.478254, 16302.915668 
1, 16, 858.392551, 17281.570612 
1, 17, 1357.613820, 28788.027178 
1, 18, 789.747413, 15858.983521 
1, 19, 428.397922, 6380.527888 
1, 20, 1317.436377, 25651.098727 
1, 21, 697.836792, 9524.884542 
1, 22, 1025.953996, 21346.424484 
1, 23, 1176.671168, 22625.401046 
1, 24, 1069.825098, 20528.989370 
1, 25, 694.366867, 11336.730498 
1, 26, 475.656967, 10663.891323 
1, 27, 588.572366, 8152.041544 
1, 28, 1413.169843, 26310.821555 
1, 29, 1096.300903, 23853.663463 
1, 30, 1012.028240, 24094.516130 
1, 31, 204.900580, 2678.986816 
1, 32, 1386.973316, 28323.666256 
1, 33, 975.115884, 19980.790279 
1, 34, 1590.284618, 31752.031957 
1, 35, 916.376326, 18671.659768 
1, 36, 1320.901813, 25963.050019 
1, 37, 1353.374355, 28570.363874 
1, 38, 1049.536064, 21626.947131 
1, 39, 712.041356, 12676.052632 
1, 40, 727.949942, 13889.560841 
1, 41, 1085.307576, 22977.948403 
1, 42, 853.982769, 17929.636979 
1, 43, 1155.829515, 21886.862690 
1, 44, 1424.215050, 30389.458244 
1, 45, 1238.475517, 27659.733022 
1, 46, 1115.452719, 26026.246690 
1, 47, 935.825429, 17844.230406 
1, 48, 437.371319, 9657.105206 
1, 49, 285.026858, 4208.105093 
1, 50, 1556.695778, 28146.747456 
2, 0, 1225.656568, 24121.061417 
2, 1, 928.951214, 14991.771474 
2, 2, 0.000000, 0.000000 
2, 3, 1884.032799, 36261.187523 
2, 4, 1936.166150, 37502.790333 
2, 5, 1479.581354, 30505.295604 
2, 6, 791.822123, 15007.047577 
2, 7, 1925.947383, 38579.274816 
2, 8, 818.772961, 12443.790949 
2, 9, 1608.754977, 28852.035525 
2, 10, 652.755637, 9170.248233 
2, 11, 1821.280206, 30859.826077 
2, 12, 710.043350, 14281.168413 
2, 13, 1641.260396, 29714.744274 
2, 14, 1545.825965, 28498.800463 
2, 15, 1577.009144, 31976.490138 
2, 16, 1651.923440, 32955.145081 
2, 17, 1672.884290, 31879.565510 
2, 18, 602.494992, 8510.227233 
2, 19, 693.160921, 10656.605510 
2, 20, 2106.772611, 40063.743424 
2, 21, 1051.894877, 18489.768937 
2, 22, 1815.290230, 35759.069181 
2, 23, 1697.384233, 30658.863200 
2, 24, 1863.355988, 36202.563839 
2, 25, 303.146723, 4600.667684 
2, 26, 1269.187857, 26337.465793 
2, 27, 1254.674072, 24061.072137 
2, 28, 1741.646917, 31112.988679 
2, 29, 1378.009083, 25157.918865 
2, 30, 1801.364474, 38507.160827 
2, 31, 1109.069051, 17393.042394 
2, 32, 1583.251969, 28027.152629 
2, 33, 1747.574600, 32953.112343 
2, 34, 1905.555088, 34843.570290 
2, 35, 1495.656866, 28004.733083 
2, 36, 1470.980527, 26310.649387 
2, 37, 1668.644826, 31661.902206 
2, 38, 1838.872299, 36039.591828 
2, 39, 355.540575, 5076.748358 
2, 40, 1394.051648, 29798.591433 
2, 41, 1751.409282, 38886.978995 
2, 42, 1520.084475, 33838.667571 
2, 43, 1642.190575, 29704.105989 
2, 44, 1739.485521, 33480.996576 
2, 45, 1922.609203, 36758.720230 
2, 46, 1847.526018, 42636.359126 
2, 47, 666.097058, 9106.010157 
2, 48, 1230.902209, 25330.679676 
2, 49, 712.586113, 11744.548017 
2, 50, 1887.898580, 33780.524450 
3, 0, 982.110186, 16011.139071 
3, 1, 1223.362837, 21738.631326 
3, 2, 1942.269905, 38301.118141 
3, 3, 0.000000, 0.000000 
3, 4, 946.256206, 16678.790389 
3, 5, 774.702795, 14794.298158 
3, 6, 1440.899847, 26846.996850 
3, 7, 386.295462, 5546.559597 
3, 8, 1617.419927, 27042.269879 
3, 9, 1413.322541, 27734.419119 
3, 10, 1608.584263, 31900.087094 
3, 11, 1339.642010, 23823.292718 
3, 12, 1359.121074, 26121.117687 
3, 13, 1286.665576, 25407.869206 
3, 14, 951.855825, 18281.740815 
3, 15, 620.104162, 8873.216721 
3, 16, 552.763025, 7196.643603 
3, 17, 1318.289470, 27572.690442 
3, 18, 1558.323617, 31240.066094 
3, 19, 1551.050075, 28097.861191 
3, 20, 947.144753, 14434.206484 
3, 21, 1469.073665, 26388.946214 
3, 22, 825.380286, 14935.069237 
3, 23, 1164.558760, 21303.738282 
3, 24, 314.648109, 4098.703675 
3, 25, 1710.895816, 33751.853328 
3, 26, 981.880112, 15678.817765 
3, 27, 1016.250847, 15550.236043 
3, 28, 1387.052097, 26806.113611 
3, 29, 1027.722931, 22165.918197 
3, 30, 397.325996, 6891.166855 
3, 31, 1322.961077, 22886.555323 
3, 32, 1347.648967, 27108.329521 
3, 33, 757.010715, 13487.768752 
3, 34, 1550.960268, 30536.695222 
3, 35, 887.559939, 17399.521898 
3, 36, 1281.577463, 24747.713283 
3, 37, 1314.050006, 27355.027138 
3, 38, 848.962355, 15215.591883 
3, 39, 1728.570305, 35091.175462 
3, 40, 545.160095, 7096.552641 
3, 41, 548.697127, 8235.983421 
3, 42, 521.420135, 6838.486806 
