% from location i, to location j, time [sec], distance [meters] 
0, 0, 0.000000, 0.000000 
0, 1, 256.452224, 3342.994123 
0, 2, 108.544902, 1417.755838 
0, 3, 157.879795, 2067.740200 
0, 4, 137.842907, 1796.086243 
0, 5, 267.349380, 3476.500297 
0, 6, 190.544976, 2481.798519 
0, 7, 147.657218, 1924.129394 
0, 8, 157.035336, 2052.033414 
0, 9, 127.966076, 1671.529852 
0, 10, 297.599465, 3874.753952 
1, 0, 252.564485, 3292.453507 
1, 1, 0.000000, 0.000000 
1, 2, 215.564439, 2808.092156 
1, 3, 407.550692, 5317.770939 
1, 4, 268.065191, 3493.285013 
1, 5, 517.020276, 6726.531035 
1, 6, 65.834841, 862.469763 
1, 7, 175.029737, 2282.714536 
1, 8, 404.271692, 5270.415114 
1, 9, 140.602533, 1837.401682 
1, 10, 374.922712, 4880.965119 
2, 0, 108.544902, 1417.755838 
2, 1, 215.564439, 2808.092156 
2, 2, 0.000000, 0.000000 
2, 3, 202.238289, 2646.266607 
2, 4, 231.842436, 3019.946105 
2, 5, 310.351433, 4037.392984 
2, 6, 159.216145, 2071.162959 
2, 7, 63.856793, 831.363112 
2, 8, 196.465246, 2566.488233 
2, 9, 83.394312, 1088.736169 
2, 10, 205.644554, 2675.979347 
3, 0, 157.879795, 2067.740200 
3, 1, 403.364734, 5263.353484 
3, 2, 202.238289, 2646.266607 
3, 3, 0.000000, 0.000000 
3, 4, 211.402573, 2763.164456 
3, 5, 110.868896, 1447.118618 
3, 6, 337.457486, 4402.157880 
3, 7, 264.805923, 3457.559297 
3, 8, 54.631385, 734.578911 
3, 9, 285.911720, 3735.319959 
3, 10, 306.363576, 3999.184130 
4, 0, 137.842907, 1796.086243 
4, 1, 266.390758, 3471.517383 
4, 2, 231.978795, 3021.718779 
4, 3, 211.402573, 2763.164456 
4, 4, 0.000000, 0.000000 
4, 5, 306.639544, 4675.457356 
4, 6, 200.483509, 2610.321779 
4, 7, 268.027861, 3488.270081 
4, 8, 219.146904, 2862.106245 
4, 9, 190.660270, 2486.465638 
4, 10, 421.033359, 5478.716893 
5, 0, 267.349380, 3476.500297 
5, 1, 512.834318, 6672.113580 
5, 2, 310.351433, 4037.392984 
5, 3, 110.868896, 1447.118618 
5, 4, 309.631853, 4034.732850 
5, 5, 0.000000, 0.000000 
5, 6, 446.927070, 5810.917977 
5, 7, 361.514873, 4702.253358 
5, 8, 113.511638, 1477.749260 
5, 9, 393.367466, 5117.900164 
5, 10, 321.086217, 4176.794943 
6, 0, 186.657236, 2431.257903 
6, 1, 65.834841, 862.469763 
6, 2, 165.411382, 2151.701043 
6, 3, 341.643444, 4456.575335 
6, 4, 202.157942, 2632.089410 
6, 5, 451.113028, 5865.335432 
6, 6, 0.000000, 0.000000 
6, 7, 166.876112, 2171.476634 
6, 8, 340.798984, 4440.868549 
6, 9, 92.425249, 1206.695627 
6, 10, 347.574317, 4521.034605 
7, 0, 147.233573, 1918.622005 
7, 1, 161.417825, 2104.026243 
7, 2, 63.856793, 831.363112 
7, 3, 266.286750, 3478.543474 
7, 4, 265.923426, 3460.912416 
7, 5, 356.723343, 4639.874687 
7, 6, 166.876112, 2171.476634 
7, 7, 0.000000, 0.000000 
7, 8, 242.837156, 3168.969936 
7, 9, 91.463056, 1193.469905 
7, 10, 213.488177, 2779.519941 
8, 0, 157.035336, 2052.033414 
8, 1, 402.520275, 5247.646697 
8, 2, 196.465246, 2566.488233 
8, 3, 54.631385, 734.578911 
8, 4, 219.146904, 2862.106245 
8, 5, 113.511638, 1477.749260 
8, 6, 336.613026, 4386.451094 
8, 7, 252.558376, 3293.612360 
8, 8, 0.000000, 0.000000 
8, 9, 279.481279, 3646.995413 
8, 10, 256.785082, 3342.006456 
9, 0, 128.155382, 1673.990836 
9, 1, 140.602533, 1837.401682 
9, 2, 83.583619, 1091.197152 
9, 3, 286.101026, 3737.780943 
9, 4, 193.255864, 2519.619420 
9, 5, 393.556773, 5120.361148 
9, 6, 100.067516, 1305.456159 
9, 7, 87.965077, 1147.996179 
9, 8, 279.670586, 3649.456397 
9, 9, 0.000000, 0.000000 
9, 10, 265.746554, 3460.530714 
10, 0, 285.475706, 3717.145077 
10, 1, 390.124344, 5078.586336 
10, 2, 221.485228, 2881.908109 
10, 3, 294.239817, 3841.575254 
10, 4, 408.773240, 5319.335344 
10, 5, 313.084180, 4072.296256 
10, 6, 362.488023, 4714.912791 
10, 7, 228.514733, 2974.865167 
10, 8, 244.661323, 3184.397581 
10, 9, 281.252325, 3662.105739 
10, 10, 0.000000, 0.000000 
