% nodeID, nodeType, latDeg, lonDeg, altMeters, parcelWtLbs 
0, 0, 42.915374, -78.867194, 0.000000, -1.000000 
1, 1, 42.929534, -78.890393, 0.000000, 100.000000 
2, 1, 42.911321, -78.879982, 0.000000, 3.000000 
3, 1, 42.905667, -78.855065, 0.000000, 100.000000 
4, 1, 42.925730, -78.858805, 0.000000, 100.000000 
5, 1, 42.898007, -78.849581, 0.000000, 3.000000 
6, 1, 42.927856, -78.882537, 0.000000, 3.000000 
7, 1, 42.912112, -78.889186, 0.000000, 1.000000 
8, 1, 42.902470, -78.859748, 0.000000, 1.000000 
9, 1, 42.919093, -78.882970, 0.000000, 5.000000 
10, 1, 42.893612, -78.891081, 0.000000, 4.000000 
