% from location i, to location j, time [sec], distance [meters] 
0, 0, 0.000000, 0.000000 
0, 1, 1705.728922, 30301.892796 
0, 2, 1330.534324, 23828.886912 
0, 3, 1804.036184, 33385.640520 
0, 4, 1422.354992, 26136.825513 
0, 5, 1207.001388, 23892.055557 
0, 6, 1088.274435, 16414.167854 
0, 7, 841.930090, 11770.567277 
0, 8, 1675.102713, 29633.006152 
0, 9, 1305.172651, 20906.646912 
0, 10, 1500.698397, 25426.545583 
0, 11, 1403.435991, 27008.588989 
0, 12, 1415.265287, 27539.497408 
0, 13, 1943.111306, 37554.485552 
0, 14, 2032.361477, 40787.540078 
0, 15, 599.822180, 7770.062127 
0, 16, 1213.213915, 22219.506605 
0, 17, 866.505594, 12203.669554 
0, 18, 1975.449521, 37972.760818 
0, 19, 915.994890, 15292.060688 
0, 20, 881.673634, 13871.698371 
0, 21, 1448.051213, 22477.996064 
0, 22, 378.764549, 4947.968649 
0, 23, 1661.010099, 30776.393609 
0, 24, 1405.623080, 27159.322318 
0, 25, 1446.960278, 26771.273354 
0, 26, 1180.212024, 22164.938425 
0, 27, 843.391945, 11929.798059 
0, 28, 684.133508, 8913.417790 
0, 29, 1775.595199, 32433.985065 
0, 30, 418.705800, 5823.396826 
0, 31, 381.621673, 4985.126846 
0, 32, 1992.798141, 40252.520321 
0, 33, 1334.332642, 24993.524032 
0, 34, 1991.690328, 33817.749901 
0, 35, 1812.973263, 33457.251269 
0, 36, 1727.326077, 32078.495747 
0, 37, 308.678685, 4027.954737 
0, 38, 1504.893583, 32132.955659 
0, 39, 1553.889354, 27013.704655 
0, 40, 1642.495244, 29886.164354 
0, 41, 444.466877, 5981.983154 
0, 42, 909.054113, 13682.981455 
0, 43, 1241.817676, 22325.491854 
0, 44, 1422.684894, 21933.487934 
0, 45, 656.353933, 8536.084636 
0, 46, 1572.024711, 28500.585039 
0, 47, 275.406794, 3655.806760 
0, 48, 758.048131, 13137.518596 
0, 49, 1377.440965, 20879.786213 
0, 50, 649.153082, 8444.790798 
0, 51, 707.644976, 9484.071885 
0, 52, 340.747227, 4639.646998 
0, 53, 947.132993, 14982.884617 
0, 54, 1422.912390, 26595.624433 
0, 55, 1548.613396, 28195.850565 
0, 56, 1026.878540, 14142.630523 
0, 57, 1449.784394, 26730.245416 
0, 58, 1669.182999, 28514.053784 
0, 59, 2184.406628, 41031.988324 
0, 60, 2097.434234, 40589.398403 
0, 61, 1592.353951, 28968.986641 
0, 62, 637.038802, 8985.031549 
0, 63, 965.062348, 16111.157371 
0, 64, 1356.255983, 25896.234369 
0, 65, 855.764887, 13854.920013 
0, 66, 1608.018975, 30726.287331 
0, 67, 1815.097530, 36830.203195 
0, 68, 1730.669091, 31563.470613 
0, 69, 864.280117, 15265.848792 
0, 70, 1505.260002, 30633.870320 
0, 71, 991.112231, 16895.405161 
0, 72, 1628.890031, 32236.738501 
0, 73, 828.957929, 12645.122512 
0, 74, 2120.959967, 39042.051643 
