% nodeID, nodeType, latDeg, lonDeg, altMeters, parcelWtLbs 
0, 0, 42.920573, -78.807772, 0.000000, -1.000000 
1, 1, 42.912552, -78.787218, 0.000000, 5.000000 
2, 1, 42.994836, -78.861889, 0.000000, 1.000000 
3, 1, 42.911253, -78.830135, 0.000000, 4.000000 
4, 1, 43.001342, -78.830330, 0.000000, 3.000000 
5, 1, 42.930647, -78.730211, 0.000000, 2.000000 
6, 1, 42.897429, -78.850937, 0.000000, 100.000000 
7, 1, 42.933015, -78.874741, 0.000000, 3.000000 
8, 1, 42.967925, -78.829885, 0.000000, 1.000000 
9, 1, 42.868164, -78.790916, 0.000000, 2.000000 
10, 1, 42.889343, -78.857397, 0.000000, 3.000000 
11, 1, 42.931833, -78.801833, 0.000000, 4.000000 
12, 1, 42.980684, -78.801432, 0.000000, 1.000000 
13, 1, 42.980689, -78.713788, 0.000000, 1.000000 
14, 1, 42.995563, -78.843268, 0.000000, 4.000000 
15, 1, 42.920661, -78.835430, 0.000000, 1.000000 
16, 1, 42.989304, -78.822112, 0.000000, 4.000000 
17, 1, 42.876588, -78.852991, 0.000000, 100.000000 
18, 1, 42.931197, -78.762321, 0.000000, 100.000000 
19, 1, 42.883441, -78.832660, 0.000000, 1.000000 
20, 1, 42.881557, -78.868990, 0.000000, 4.000000 
21, 1, 42.912867, -78.843663, 0.000000, 2.000000 
22, 1, 42.978954, -78.881470, 0.000000, 4.000000 
23, 1, 42.980722, -78.895275, 0.000000, 100.000000 
24, 1, 42.896106, -78.840042, 0.000000, 4.000000 
25, 1, 42.987109, -78.889690, 0.000000, 2.000000 
