% nodeID, nodeType, latDeg, lonDeg, altMeters, parcelWtLbs 
0, 0, 42.910680, -78.868324, 0.000000, -1.000000 
1, 1, 42.911251, -78.866793, 0.000000, 5.000000 
2, 1, 42.916222, -78.851045, 0.000000, 4.000000 
3, 1, 42.921038, -78.894975, 0.000000, 100.000000 
4, 1, 42.926640, -78.882213, 0.000000, 4.000000 
5, 1, 42.917518, -78.876009, 0.000000, 5.000000 
6, 1, 42.895265, -78.871777, 0.000000, 1.000000 
7, 1, 42.925456, -78.889667, 0.000000, 100.000000 
8, 1, 42.924410, -78.864331, 0.000000, 1.000000 
9, 1, 42.912315, -78.893334, 0.000000, 1.000000 
10, 1, 42.924115, -78.875677, 0.000000, 2.000000 
