% nodeID, nodeType, latDeg, lonDeg, altMeters, parcelWtLbs 
0, 0, 47.605314, -122.283214, 0.000000, -1.000000 
1, 1, 47.554846, -122.252867, 0.000000, 3.000000 
2, 1, 47.692375, -122.274151, 0.000000, 5.000000 
3, 1, 47.580300, -122.248202, 0.000000, 1.000000 
4, 1, 47.690791, -122.359597, 0.000000, 4.000000 
5, 1, 47.652775, -122.195233, 0.000000, 100.000000 
6, 1, 47.629455, -122.340187, 0.000000, 3.000000 
7, 1, 47.526657, -122.391270, 0.000000, 1.000000 
8, 1, 47.646766, -122.349626, 0.000000, 1.000000 
9, 1, 47.546970, -122.362991, 0.000000, 5.000000 
10, 1, 47.612012, -122.285501, 0.000000, 2.000000 
11, 1, 47.526794, -122.262277, 0.000000, 3.000000 
12, 1, 47.593676, -122.142946, 0.000000, 3.000000 
13, 1, 47.470286, -122.317292, 0.000000, 4.000000 
14, 1, 47.584698, -122.299024, 0.000000, 1.000000 
15, 1, 47.476020, -122.262513, 0.000000, 3.000000 
16, 1, 47.661933, -122.367629, 0.000000, 4.000000 
17, 1, 47.566721, -122.385452, 0.000000, 3.000000 
18, 1, 47.636369, -122.124368, 0.000000, 3.000000 
19, 1, 47.480871, -122.225059, 0.000000, 100.000000 
20, 1, 47.634890, -122.162129, 0.000000, 5.000000 
21, 1, 47.493739, -122.282011, 0.000000, 100.000000 
22, 1, 47.630438, -122.356354, 0.000000, 4.000000 
23, 1, 47.552381, -122.192359, 0.000000, 2.000000 
24, 1, 47.707062, -122.203025, 0.000000, 100.000000 
25, 1, 47.614065, -122.289746, 0.000000, 5.000000 
