% from location i, to location j, time [sec], distance [meters] 
0, 0, 0.000000, 0.000000 
0, 1, 504.615049, 6820.143787 
0, 2, 992.389108, 13365.347733 
0, 3, 683.942940, 10272.036269 
0, 4, 167.850508, 2005.037537 
0, 5, 1048.168515, 20319.044962 
0, 6, 661.909885, 8430.579046 
0, 7, 89.943378, 1095.961484 
0, 8, 1076.062832, 15838.871152 
0, 9, 170.274423, 2035.903183 
0, 10, 433.128992, 5430.742890 
1, 0, 453.552162, 5976.623047 
1, 1, 0.000000, 0.000000 
1, 2, 602.293727, 8344.833967 
1, 3, 379.682855, 5699.563739 
1, 4, 311.977884, 4326.490492 
1, 5, 691.682527, 13967.817264 
1, 6, 542.084889, 7446.771089 
1, 7, 374.813421, 5143.421160 
1, 8, 727.292530, 11080.520614 
1, 9, 311.193900, 4316.744443 
1, 10, 418.987296, 5908.097346 
2, 0, 982.479958, 14405.855405 
2, 1, 602.016372, 8714.660355 
2, 2, 0.000000, 0.000000 
2, 3, 512.092596, 6670.371246 
2, 4, 843.958117, 12713.794511 
2, 5, 355.869169, 4614.844547 
2, 6, 807.591114, 10474.535624 
2, 7, 892.505240, 13309.854591 
2, 8, 902.153291, 11774.463891 
2, 9, 843.174133, 12704.048461 
2, 10, 821.299916, 10690.142162 
3, 0, 654.262473, 10208.258294 
3, 1, 418.335132, 7699.596223 
3, 2, 514.314097, 6779.647493 
3, 3, 0.000000, 0.000000 
3, 4, 512.688195, 8558.125739 
3, 5, 592.956222, 10047.603416 
3, 6, 805.868565, 12050.677101 
3, 7, 575.523732, 9375.056408 
3, 8, 436.355184, 6645.058394 
3, 9, 511.904211, 8548.379690 
3, 10, 673.770810, 13427.624993 
4, 0, 167.850508, 2005.037537 
4, 1, 359.172286, 5117.657799 
4, 2, 846.946344, 11662.861744 
4, 3, 528.351055, 8444.887265 
4, 4, 0.000000, 0.000000 
4, 5, 922.271921, 17706.394449 
4, 6, 553.410318, 6874.520192 
4, 7, 118.464448, 1479.827542 
4, 8, 920.470947, 14011.722148 
4, 9, 2.282283, 30.847544 
4, 10, 388.807203, 4760.357863 
5, 0, 1062.016064, 19641.875593 
5, 1, 681.552479, 13950.680543 
5, 2, 355.869169, 4614.844547 
5, 3, 602.813343, 8191.514097 
5, 4, 923.494223, 17949.814699 
5, 5, 0.000000, 0.000000 
5, 6, 1097.453464, 15021.188274 
5, 7, 972.041346, 18545.874779 
5, 8, 873.979583, 13535.593643 
5, 9, 922.710239, 17940.068649 
5, 10, 936.988156, 19678.709313 
6, 0, 662.786221, 8441.971404 
6, 1, 523.919411, 7092.585501 
6, 2, 807.201147, 10469.466043 
6, 3, 815.181211, 11851.111246 
6, 4, 553.410318, 6874.520192 
6, 5, 1087.019047, 19681.322151 
6, 6, 0.000000, 0.000000 
6, 7, 572.811503, 7345.970590 
6, 8, 1185.639745, 18451.708009 
6, 9, 552.626334, 6864.774143 
6, 10, 279.135595, 3487.532159 
7, 0, 89.943378, 1095.961484 
7, 1, 414.640332, 5724.142973 
7, 2, 902.414390, 12269.346919 
7, 3, 603.729475, 9420.611129 
7, 4, 118.464448, 1479.827542 
7, 5, 958.193797, 19223.044148 
7, 6, 571.935168, 7334.578232 
7, 7, 0.000000, 0.000000 
7, 8, 995.849368, 14987.446012 
7, 9, 120.888363, 1510.693188 
7, 10, 343.154274, 4334.742076 
8, 0, 1074.130589, 16281.893450 
8, 1, 762.277417, 12633.831174 
8, 2, 916.995348, 12744.081200 
8, 3, 440.022986, 6711.907437 
8, 4, 932.556311, 14631.760895 
8, 5, 903.529643, 14747.783908 
8, 6, 1186.993230, 19432.105180 
8, 7, 995.391848, 15448.691563 
8, 8, 0.000000, 0.000000 
8, 9, 931.772327, 14622.014846 
8, 10, 1017.713094, 18361.859944 
9, 0, 170.274423, 2035.903183 
9, 1, 358.388302, 5107.911749 
9, 2, 846.162360, 11653.115694 
9, 3, 527.567071, 8435.141215 
9, 4, 2.282283, 30.847544 
9, 5, 921.487937, 17696.648399 
9, 6, 552.626334, 6864.774143 
9, 7, 120.888363, 1510.693188 
9, 8, 919.686963, 14001.976098 
9, 9, 0.000000, 0.000000 
9, 10, 388.023219, 4750.611814 
10, 0, 447.630557, 5623.001559 
10, 1, 400.821819, 5553.911758 
10, 2, 837.386963, 10899.273769 
10, 3, 679.050322, 12100.914456 
10, 4, 388.807203, 4760.357863 
10, 5, 949.129375, 18787.655571 
10, 6, 279.633949, 3494.010772 
10, 7, 357.655839, 4527.000745 
10, 8, 1047.750073, 17558.041430 
10, 9, 388.023219, 4750.611814 
10, 10, 0.000000, 0.000000 
