problemName, vehicleFileID, cutoffTime, problemTypeString, numUAVs, numTrucks, requireTruckAtDepot, requireDriver 
20170608T121651164057, 103, 3600.000000, mFSTSP IP, 4, 1, True, True 

Objective Function Value: 4093.593553 

Assignments: 
vehicleID,vehicleType,activityType,startTime,startNode,endTime,endNode,Description,Status
1.0,Truck,Truck is stationary with UAV(s) on board,0.0,0.0,60.0,0.0,Idle at depot for  60 seconds,Idle
1.0,Truck,Truck travels with UAV(s) on board,60.0,0.0,769.700402,7.0,Travel from node 0 to node 7,Traveling
1.0,Truck,Truck is stationary with UAV(s) on board,769.700402,7.0,829.700402,7.0,Launching UAV 2,UAV Launch
1.0,Truck,Truck is stationary with UAV(s) on board,829.700402,7.0,889.700402,7.0,Launching UAV 4,UAV Launch
1.0,Truck,Truck is stationary with UAV(s) on board,889.700402,7.0,919.700402,7.0,Retrieving UAV 5,UAV Recovery
1.0,Truck,Truck is stationary with UAV(s) on board,919.700402,7.0,949.700402,7.0,Dropping off package to Customer 7,Making Delivery
1.0,Truck,Truck travels with UAV(s) on board,949.700402,7.0,1246.580211,4.0,Travel from node 7 to node 4,Traveling
1.0,Truck,Truck is stationary with UAV(s) on board,1246.580211,4.0,1331.789674,4.0,Idle for  85 seconds,Idle
1.0,Truck,Truck is stationary with UAV(s) on board,1331.789674,4.0,1361.789674,4.0,Dropping off package to Customer 4,Making Delivery
1.0,Truck,Truck is stationary with UAV(s) on board,1361.789674,4.0,1391.789674,4.0,Retrieving UAV 2,UAV Recovery
1.0,Truck,Truck is stationary with UAV(s) on board,1391.789674,4.0,1421.789674,4.0,Retrieving UAV 4,UAV Recovery
1.0,Truck,Truck travels with UAV(s) on board,1421.789674,4.0,2388.220392,5.0,Travel from node 4 to node 5,Traveling
1.0,Truck,Truck is stationary with UAV(s) on board,2388.220392,5.0,2418.220392,5.0,Dropping off package to Customer 5,Making Delivery
1.0,Truck,Truck is stationary with UAV(s) on board,2418.220392,5.0,2478.220392,5.0,Launching UAV 3,UAV Launch
1.0,Truck,Truck is stationary with UAV(s) on board,2478.220392,5.0,2538.220392,5.0,Launching UAV 2,UAV Launch
1.0,Truck,Truck travels with UAV(s) on board,2538.220392,5.0,3246.331373,6.0,Travel from node 5 to node 6,Traveling
1.0,Truck,Truck is stationary with UAV(s) on board,3246.331373,6.0,3276.331373,6.0,Retrieving UAV 2,UAV Recovery
1.0,Truck,Truck is stationary with UAV(s) on board,3276.331373,6.0,3306.331373,6.0,Retrieving UAV 3,UAV Recovery
1.0,Truck,Truck is stationary with UAV(s) on board,3306.331373,6.0,3336.331373,6.0,Dropping off package to Customer 6,Making Delivery
1.0,Truck,Truck travels with UAV(s) on board,3336.331373,6.0,3874.423134,10.0,Travel from node 6 to node 10,Traveling
1.0,Truck,Truck is stationary with UAV(s) on board,3874.423134,10.0,3904.423134,10.0,Dropping off package to Customer 10,Making Delivery
1.0,Truck,Truck travels with UAV(s) on board,3904.423134,10.0,4093.593553,11.0,Travel from node 10 to node 11,Traveling
1.0,Truck,Truck is stationary with UAV(s) on board,4093.593553,11.0,-1.0,11.0,Arrived at the Depot.  Total Time = 1:08:13,Vehicle Tasks Complete
2.0,UAV,UAV is stationary with a parcel,769.700402,7.0,829.700402,7.0,Prepare to launch from truck,UAV Launch
2.0,UAV,UAV taking off or landing with a parcel,829.700402,7.0,836.591649,7.0,Takeoff from truck at Customer 7,Traveling
2.0,UAV,UAV travels with parcel,836.591649,7.0,1107.701938,9.0,Fly to UAV customer 9,Traveling
2.0,UAV,UAV taking off or landing with a parcel,1107.701938,9.0,1120.484431,9.0,Land at UAV customer 9,Traveling
2.0,UAV,UAV is stationary with a parcel,1120.484431,9.0,1180.484431,9.0,Serving UAV customer 9,Making Delivery
2.0,UAV,UAV taking off or landing with no parcels,1180.484431,9.0,1187.375677,9.0,Takeoff from UAV customer 9,Traveling
2.0,UAV,UAV travels empty,1187.375677,9.0,1349.007181,4.0,Fly to truck at customer 4,Traveling
2.0,UAV,UAV taking off or landing with no parcels,1349.007181,4.0,1361.789674,4.0,Land at truck rendezvous location (customer 4),Traveling
2.0,UAV,UAV is stationary without a parcel,1361.789674,4.0,1391.789674,4.0,Recovered by truck at customer 4,UAV Recovery
2.0,UAV,UAV is stationary with a parcel,2478.220392,5.0,2538.220392,5.0,Prepare to launch from truck,UAV Launch
2.0,UAV,UAV taking off or landing with a parcel,2538.220392,5.0,2545.111638,5.0,Takeoff from truck at Customer 5,Traveling
2.0,UAV,UAV is stationary with a parcel,2545.111638,5.0,2686.154209,5.0,Idle at initial takeoff (node 5),Idle
2.0,UAV,UAV travels with parcel,2686.154209,5.0,2781.553138,8.0,Fly to UAV customer 8,Traveling
2.0,UAV,UAV taking off or landing with a parcel,2781.553138,8.0,2794.335631,8.0,Land at UAV customer 8,Traveling
2.0,UAV,UAV is stationary with a parcel,2794.335631,8.0,2854.335631,8.0,Serving UAV customer 8,Making Delivery
2.0,UAV,UAV taking off or landing with no parcels,2854.335631,8.0,2861.226878,8.0,Takeoff from UAV customer 8,Traveling
2.0,UAV,UAV travels empty,2861.226878,8.0,3233.54888,6.0,Fly to truck at customer 6,Traveling
2.0,UAV,UAV taking off or landing with no parcels,3233.54888,6.0,3246.331373,6.0,Land at truck rendezvous location (customer 6),Traveling
2.0,UAV,UAV is stationary without a parcel,3246.331373,6.0,3276.331373,6.0,Recovered by truck at customer 6,UAV Recovery
3.0,UAV,UAV is stationary with a parcel,2418.220392,5.0,2478.220392,5.0,Prepare to launch from truck,UAV Launch
3.0,UAV,UAV taking off or landing with a parcel,2478.220392,5.0,2485.111638,5.0,Takeoff from truck at Customer 5,Traveling
3.0,UAV,UAV travels with parcel,2485.111638,5.0,2954.557981,1.0,Fly to UAV customer 1,Traveling
3.0,UAV,UAV taking off or landing with a parcel,2954.557981,1.0,2967.340474,1.0,Land at UAV customer 1,Traveling
3.0,UAV,UAV is stationary with a parcel,2967.340474,1.0,3027.340474,1.0,Serving UAV customer 1,Making Delivery
3.0,UAV,UAV taking off or landing with no parcels,3027.340474,1.0,3034.231721,1.0,Takeoff from UAV customer 1,Traveling
3.0,UAV,UAV travels empty,3034.231721,1.0,3241.165356,6.0,Fly to truck at customer 6,Traveling
3.0,UAV,UAV is stationary without a parcel,3241.165356,6.0,3263.54888,6.0,Idle above rendezvous location (customer 6),Idle
3.0,UAV,UAV taking off or landing with no parcels,3263.54888,6.0,3276.331373,6.0,Land at truck rendezvous location (customer 6),Traveling
3.0,UAV,UAV is stationary without a parcel,3276.331373,6.0,3306.331373,6.0,Recovered by truck at customer 6,UAV Recovery
4.0,UAV,UAV is stationary with a parcel,829.700402,7.0,889.700402,7.0,Prepare to launch from truck,UAV Launch
4.0,UAV,UAV taking off or landing with a parcel,889.700402,7.0,896.591649,7.0,Takeoff from truck at Customer 7,Traveling
4.0,UAV,UAV travels with parcel,896.591649,7.0,1186.966428,3.0,Fly to UAV customer 3,Traveling
4.0,UAV,UAV taking off or landing with a parcel,1186.966428,3.0,1199.748921,3.0,Land at UAV customer 3,Traveling
4.0,UAV,UAV is stationary with a parcel,1199.748921,3.0,1259.748921,3.0,Serving UAV customer 3,Making Delivery
4.0,UAV,UAV taking off or landing with no parcels,1259.748921,3.0,1266.640167,3.0,Takeoff from UAV customer 3,Traveling
4.0,UAV,UAV travels empty,1266.640167,3.0,1368.574662,4.0,Fly to truck at customer 4,Traveling
4.0,UAV,UAV is stationary without a parcel,1368.574662,4.0,1379.007181,4.0,Idle above rendezvous location (customer 4),Idle
4.0,UAV,UAV taking off or landing with no parcels,1379.007181,4.0,1391.789674,4.0,Land at truck rendezvous location (customer 4),Traveling
4.0,UAV,UAV is stationary without a parcel,1391.789674,4.0,1421.789674,4.0,Recovered by truck at customer 4,UAV Recovery
5.0,UAV,UAV is stationary with a parcel,0.0,0.0,60.0,0.0,Prepare to launch from truck,UAV Launch
5.0,UAV,UAV taking off or landing with a parcel,60.0,0.0,66.891247,0.0,Takeoff from Depot,Traveling
5.0,UAV,UAV is stationary with a parcel,66.891247,0.0,166.477074,0.0,Idle at initial takeoff (node 0),Idle
5.0,UAV,UAV travels with parcel,166.477074,0.0,367.432332,2.0,Fly to UAV customer 2,Traveling
5.0,UAV,UAV taking off or landing with a parcel,367.432332,2.0,380.214825,2.0,Land at UAV customer 2,Traveling
5.0,UAV,UAV is stationary with a parcel,380.214825,2.0,440.214825,2.0,Serving UAV customer 2,Making Delivery
5.0,UAV,UAV taking off or landing with no parcels,440.214825,2.0,447.106072,2.0,Takeoff from UAV customer 2,Traveling
5.0,UAV,UAV travels empty,447.106072,2.0,876.917909,7.0,Fly to truck at customer 7,Traveling
5.0,UAV,UAV taking off or landing with no parcels,876.917909,7.0,889.700402,7.0,Land at truck rendezvous location (customer 7),Traveling
5.0,UAV,UAV is stationary without a parcel,889.700402,7.0,919.700402,7.0,Recovered by truck at customer 7,UAV Recovery
