% nodeID, nodeType, latDeg, lonDeg, altMeters, parcelWtLbs 
0, 0, 42.940917, -78.816540, 0.000000, -1.000000 
1, 1, 42.956765, -78.774854, 0.000000, 100.000000 
2, 1, 42.934311, -78.788400, 0.000000, 3.000000 
3, 1, 42.999968, -78.819913, 0.000000, 2.000000 
4, 1, 43.000622, -78.796503, 0.000000, 2.000000 
5, 1, 42.907160, -78.795328, 0.000000, 1.000000 
6, 1, 42.932731, -78.829056, 0.000000, 1.000000 
7, 1, 42.913985, -78.788802, 0.000000, 3.000000 
8, 1, 42.892976, -78.887621, 0.000000, 3.000000 
9, 1, 42.866011, -78.738247, 0.000000, 100.000000 
10, 1, 42.963772, -78.814920, 0.000000, 100.000000 
11, 1, 42.872646, -78.789773, 0.000000, 100.000000 
12, 1, 42.892456, -78.839247, 0.000000, 5.000000 
13, 1, 42.912801, -78.737413, 0.000000, 2.000000 
14, 1, 42.926094, -78.832879, 0.000000, 4.000000 
15, 1, 42.922070, -78.863800, 0.000000, 5.000000 
16, 1, 42.885718, -78.871080, 0.000000, 5.000000 
17, 1, 42.983723, -78.804332, 0.000000, 100.000000 
18, 1, 42.958634, -78.878680, 0.000000, 4.000000 
19, 1, 42.877766, -78.803466, 0.000000, 4.000000 
20, 1, 42.998628, -78.829044, 0.000000, 4.000000 
21, 1, 42.887320, -78.879499, 0.000000, 3.000000 
22, 1, 42.871769, -78.716108, 0.000000, 100.000000 
23, 1, 42.852658, -78.799548, 0.000000, 100.000000 
24, 1, 42.884984, -78.863301, 0.000000, 5.000000 
25, 1, 42.930900, -78.730177, 0.000000, 4.000000 
