% nodeID, nodeType, latDeg, lonDeg, altMeters, parcelWtLbs 
0, 0, 47.591281, -122.244089, 0.000000, -1.000000 
1, 1, 47.594595, -122.288534, 0.000000, 2.000000 
2, 1, 47.697351, -122.277444, 0.000000, 3.000000 
3, 1, 47.620305, -122.280619, 0.000000, 1.000000 
4, 1, 47.711208, -122.299984, 0.000000, 4.000000 
5, 1, 47.670193, -122.332751, 0.000000, 5.000000 
6, 1, 47.617502, -122.236479, 0.000000, 4.000000 
7, 1, 47.676376, -122.131594, 0.000000, 4.000000 
8, 1, 47.482685, -122.353431, 0.000000, 100.000000 
9, 1, 47.712403, -122.206606, 0.000000, 5.000000 
10, 1, 47.595121, -122.321631, 0.000000, 100.000000 
11, 1, 47.586348, -122.397902, 0.000000, 3.000000 
12, 1, 47.675764, -122.305986, 0.000000, 1.000000 
13, 1, 47.694266, -122.327989, 0.000000, 100.000000 
14, 1, 47.515606, -122.295722, 0.000000, 1.000000 
15, 1, 47.499614, -122.248912, 0.000000, 5.000000 
16, 1, 47.491211, -122.221723, 0.000000, 5.000000 
17, 1, 47.697066, -122.379243, 0.000000, 1.000000 
18, 1, 47.544663, -122.262403, 0.000000, 1.000000 
19, 1, 47.685649, -122.270065, 0.000000, 1.000000 
20, 1, 47.628154, -122.108789, 0.000000, 2.000000 
21, 1, 47.698006, -122.387576, 0.000000, 5.000000 
22, 1, 47.653464, -122.126801, 0.000000, 100.000000 
23, 1, 47.596592, -122.198604, 0.000000, 3.000000 
24, 1, 47.596023, -122.317242, 0.000000, 2.000000 
25, 1, 47.655605, -122.364566, 0.000000, 4.000000 
26, 1, 47.602273, -122.157243, 0.000000, 2.000000 
27, 1, 47.541116, -122.386510, 0.000000, 100.000000 
28, 1, 47.576030, -122.138497, 0.000000, 3.000000 
29, 1, 47.488477, -122.207815, 0.000000, 3.000000 
30, 1, 47.630316, -122.329277, 0.000000, 3.000000 
31, 1, 47.646219, -122.326884, 0.000000, 3.000000 
32, 1, 47.614652, -122.113202, 0.000000, 2.000000 
33, 1, 47.528225, -122.342943, 0.000000, 2.000000 
34, 1, 47.626786, -122.131747, 0.000000, 100.000000 
35, 1, 47.615907, -122.196464, 0.000000, 3.000000 
36, 1, 47.629342, -122.368375, 0.000000, 4.000000 
37, 1, 47.656751, -122.149567, 0.000000, 1.000000 
38, 1, 47.630509, -122.340760, 0.000000, 1.000000 
39, 1, 47.676340, -122.194792, 0.000000, 3.000000 
40, 1, 47.649277, -122.363479, 0.000000, 5.000000 
41, 1, 47.612892, -122.288859, 0.000000, 4.000000 
42, 1, 47.580077, -122.298589, 0.000000, 5.000000 
43, 1, 47.685587, -122.172972, 0.000000, 100.000000 
44, 1, 47.585584, -122.307138, 0.000000, 1.000000 
45, 1, 47.566261, -122.180993, 0.000000, 100.000000 
46, 1, 47.522138, -122.109949, 0.000000, 4.000000 
47, 1, 47.567801, -122.330789, 0.000000, 3.000000 
48, 1, 47.623031, -122.138839, 0.000000, 3.000000 
49, 1, 47.542662, -122.297540, 0.000000, 4.000000 
50, 1, 47.660283, -122.330365, 0.000000, 5.000000 
51, 1, 47.589179, -122.252234, 0.000000, 3.000000 
52, 1, 47.637757, -122.354369, 0.000000, 4.000000 
53, 1, 47.636722, -122.296116, 0.000000, 1.000000 
54, 1, 47.497302, -122.111105, 0.000000, 5.000000 
55, 1, 47.544055, -122.379181, 0.000000, 4.000000 
56, 1, 47.580235, -122.162213, 0.000000, 2.000000 
57, 1, 47.667048, -122.318483, 0.000000, 2.000000 
58, 1, 47.535485, -122.266893, 0.000000, 3.000000 
59, 1, 47.687365, -122.341108, 0.000000, 3.000000 
60, 1, 47.500633, -122.163789, 0.000000, 1.000000 
61, 1, 47.677530, -122.311974, 0.000000, 2.000000 
62, 1, 47.631963, -122.326375, 0.000000, 2.000000 
63, 1, 47.487799, -122.124733, 0.000000, 1.000000 
64, 1, 47.580039, -122.117858, 0.000000, 2.000000 
65, 1, 47.493170, -122.134513, 0.000000, 2.000000 
66, 1, 47.634677, -122.184190, 0.000000, 1.000000 
67, 1, 47.538482, -122.165196, 0.000000, 1.000000 
68, 1, 47.556475, -122.297444, 0.000000, 3.000000 
69, 1, 47.473576, -122.219064, 0.000000, 3.000000 
