% nodeID, nodeType, latDeg, lonDeg, altMeters, parcelWtLbs 
0, 0, 42.926256, -78.848412, 0.000000, -1.000000 
1, 1, 42.896820, -78.871844, 0.000000, 3.000000 
2, 1, 42.923183, -78.883288, 0.000000, 3.000000 
3, 1, 42.918592, -78.882390, 0.000000, 100.000000 
4, 1, 42.925954, -78.868046, 0.000000, 3.000000 
5, 1, 42.920612, -78.865205, 0.000000, 3.000000 
6, 1, 42.894201, -78.863994, 0.000000, 2.000000 
7, 1, 42.899711, -78.893998, 0.000000, 100.000000 
8, 1, 42.920452, -78.872971, 0.000000, 1.000000 
9, 1, 42.900606, -78.854594, 0.000000, 5.000000 
10, 1, 42.904608, -78.894698, 0.000000, 3.000000 
