% nodeID, nodeType, latDeg, lonDeg, altMeters, parcelWtLbs 
0, 0, 47.589721, -122.249926, 0.000000, -1.000000 
1, 1, 47.480130, -122.304839, 0.000000, 100.000000 
2, 1, 47.684671, -122.207689, 0.000000, 5.000000 
3, 1, 47.651207, -122.389769, 0.000000, 1.000000 
4, 1, 47.496071, -122.224424, 0.000000, 2.000000 
5, 1, 47.651900, -122.395548, 0.000000, 3.000000 
6, 1, 47.516905, -122.289776, 0.000000, 3.000000 
7, 1, 47.528593, -122.353389, 0.000000, 4.000000 
8, 1, 47.634522, -122.135345, 0.000000, 4.000000 
9, 1, 47.660215, -122.359763, 0.000000, 1.000000 
10, 1, 47.620488, -122.307876, 0.000000, 3.000000 
11, 1, 47.581042, -122.314690, 0.000000, 4.000000 
12, 1, 47.521701, -122.129248, 0.000000, 1.000000 
13, 1, 47.710075, -122.347074, 0.000000, 3.000000 
14, 1, 47.701127, -122.325468, 0.000000, 3.000000 
15, 1, 47.668205, -122.320103, 0.000000, 100.000000 
16, 1, 47.572901, -122.311919, 0.000000, 100.000000 
17, 1, 47.520656, -122.321243, 0.000000, 2.000000 
18, 1, 47.519097, -122.356714, 0.000000, 5.000000 
19, 1, 47.537568, -122.350437, 0.000000, 4.000000 
20, 1, 47.477788, -122.224462, 0.000000, 3.000000 
21, 1, 47.618732, -122.303645, 0.000000, 1.000000 
22, 1, 47.539016, -122.304459, 0.000000, 3.000000 
23, 1, 47.681630, -122.196043, 0.000000, 4.000000 
24, 1, 47.688257, -122.264401, 0.000000, 5.000000 
25, 1, 47.640447, -122.236829, 0.000000, 1.000000 
26, 1, 47.588432, -122.316817, 0.000000, 1.000000 
27, 1, 47.648058, -122.188013, 0.000000, 100.000000 
28, 1, 47.675089, -122.108175, 0.000000, 2.000000 
29, 1, 47.546375, -122.390642, 0.000000, 100.000000 
30, 1, 47.545031, -122.182508, 0.000000, 100.000000 
31, 1, 47.684733, -122.186072, 0.000000, 1.000000 
32, 1, 47.617715, -122.184884, 0.000000, 5.000000 
33, 1, 47.653366, -122.310630, 0.000000, 100.000000 
34, 1, 47.593483, -122.172497, 0.000000, 1.000000 
35, 1, 47.676000, -122.379387, 0.000000, 2.000000 
36, 1, 47.485911, -122.327097, 0.000000, 1.000000 
37, 1, 47.540028, -122.157859, 0.000000, 5.000000 
38, 1, 47.620227, -122.157977, 0.000000, 5.000000 
39, 1, 47.646106, -122.369659, 0.000000, 2.000000 
40, 1, 47.659437, -122.360810, 0.000000, 4.000000 
41, 1, 47.692116, -122.305575, 0.000000, 4.000000 
42, 1, 47.582386, -122.127719, 0.000000, 3.000000 
43, 1, 47.621994, -122.329786, 0.000000, 4.000000 
44, 1, 47.669265, -122.298524, 0.000000, 1.000000 
45, 1, 47.662147, -122.377639, 0.000000, 3.000000 
46, 1, 47.584493, -122.337515, 0.000000, 5.000000 
47, 1, 47.685506, -122.340558, 0.000000, 1.000000 
48, 1, 47.623841, -122.128560, 0.000000, 3.000000 
49, 1, 47.623048, -122.217861, 0.000000, 1.000000 
50, 1, 47.576277, -122.310883, 0.000000, 2.000000 
51, 1, 47.505624, -122.194717, 0.000000, 1.000000 
52, 1, 47.683954, -122.341738, 0.000000, 3.000000 
53, 1, 47.540499, -122.369167, 0.000000, 3.000000 
54, 1, 47.646456, -122.317685, 0.000000, 2.000000 
55, 1, 47.520901, -122.315441, 0.000000, 1.000000 
56, 1, 47.500921, -122.275555, 0.000000, 3.000000 
57, 1, 47.584469, -122.147272, 0.000000, 3.000000 
58, 1, 47.517989, -122.303202, 0.000000, 5.000000 
59, 1, 47.479098, -122.201905, 0.000000, 100.000000 
60, 1, 47.604748, -122.316195, 0.000000, 100.000000 
61, 1, 47.579756, -122.150711, 0.000000, 4.000000 
62, 1, 47.665239, -122.184830, 0.000000, 100.000000 
63, 1, 47.490978, -122.266108, 0.000000, 1.000000 
64, 1, 47.605187, -122.308938, 0.000000, 100.000000 
65, 1, 47.521200, -122.112843, 0.000000, 5.000000 
66, 1, 47.481128, -122.214894, 0.000000, 4.000000 
67, 1, 47.645682, -122.173580, 0.000000, 100.000000 
68, 1, 47.678255, -122.267933, 0.000000, 100.000000 
69, 1, 47.580376, -122.148506, 0.000000, 3.000000 
70, 1, 47.638720, -122.405461, 0.000000, 2.000000 
71, 1, 47.665000, -122.303555, 0.000000, 100.000000 
72, 1, 47.639015, -122.113801, 0.000000, 100.000000 
73, 1, 47.602579, -122.151959, 0.000000, 1.000000 
74, 1, 47.577673, -122.313368, 0.000000, 4.000000 
75, 1, 47.624229, -122.321982, 0.000000, 4.000000 
76, 1, 47.540123, -122.242027, 0.000000, 3.000000 
77, 1, 47.551150, -122.283446, 0.000000, 4.000000 
78, 1, 47.560740, -122.304697, 0.000000, 1.000000 
79, 1, 47.612079, -122.341331, 0.000000, 1.000000 
80, 1, 47.606942, -122.291560, 0.000000, 100.000000 
81, 1, 47.632762, -122.119140, 0.000000, 2.000000 
82, 1, 47.499736, -122.367929, 0.000000, 3.000000 
83, 1, 47.673055, -122.322880, 0.000000, 2.000000 
84, 1, 47.635925, -122.280981, 0.000000, 100.000000 
85, 1, 47.476111, -122.254820, 0.000000, 1.000000 
86, 1, 47.585827, -122.233804, 0.000000, 3.000000 
87, 1, 47.572054, -122.362403, 0.000000, 3.000000 
88, 1, 47.512140, -122.335491, 0.000000, 100.000000 
89, 1, 47.490084, -122.240611, 0.000000, 3.000000 
90, 1, 47.693417, -122.378951, 0.000000, 100.000000 
91, 1, 47.642426, -122.129249, 0.000000, 2.000000 
92, 1, 47.639422, -122.370981, 0.000000, 100.000000 
93, 1, 47.564010, -122.296742, 0.000000, 5.000000 
94, 1, 47.645093, -122.326657, 0.000000, 3.000000 
95, 1, 47.470288, -122.160260, 0.000000, 4.000000 
96, 1, 47.532610, -122.282535, 0.000000, 1.000000 
97, 1, 47.648475, -122.370617, 0.000000, 3.000000 
98, 1, 47.686927, -122.340325, 0.000000, 100.000000 
99, 1, 47.713114, -122.329536, 0.000000, 1.000000 
100, 1, 47.540815, -122.306618, 0.000000, 5.000000 
