% from location i, to location j, time [sec], distance [meters] 
0, 0, 0.000000, 0.000000 
0, 1, 1055.686840, 21258.816149 
0, 2, 1025.689762, 20882.448276 
0, 3, 1039.557013, 16079.710133 
0, 4, 901.555093, 14293.797734 
0, 5, 1054.509895, 16596.994197 
0, 6, 520.850073, 6773.099147 
0, 7, 672.916509, 11352.770188 
0, 8, 622.431412, 10654.572976 
0, 9, 855.475915, 16456.321361 
0, 10, 597.072038, 10758.026467 
0, 11, 763.721257, 12732.557212 
0, 12, 972.141634, 18960.619626 
0, 13, 1309.249296, 23794.212863 
0, 14, 1174.774272, 19054.501875 
0, 15, 1068.131311, 16885.571101 
0, 16, 1330.062002, 23617.880361 
0, 17, 503.384339, 6550.935965 
0, 18, 848.213235, 13602.023663 
0, 19, 1135.447451, 18993.340501 
0, 20, 1276.997433, 21326.470969 
0, 21, 1259.756992, 22702.023780 
0, 22, 1134.397365, 18505.990685 
0, 23, 1063.664329, 17061.956578 
0, 24, 774.082924, 12667.805103 
0, 25, 708.147797, 10176.832956 
0, 26, 346.454162, 4538.560056 
0, 27, 989.264547, 19313.023625 
0, 28, 1138.314616, 18558.150737 
0, 29, 1333.520045, 22049.716435 
0, 30, 183.972189, 2396.689596 
0, 31, 604.482528, 10423.830095 
0, 32, 942.382954, 14822.268115 
0, 33, 691.243965, 12333.923605 
0, 34, 503.638358, 6554.464005 
0, 35, 297.255524, 4882.827826 
0, 36, 390.918867, 5835.294245 
0, 37, 805.573143, 15773.558561 
0, 38, 1239.110436, 22436.026013 
0, 39, 1068.613367, 17696.870378 
0, 40, 747.660467, 13064.806906 
0, 41, 914.461464, 17393.465854 
0, 42, 1158.190789, 21387.122179 
0, 43, 1205.002467, 20421.314141 
0, 44, 792.332241, 12160.383497 
0, 45, 1204.506705, 21980.390075 
0, 46, 1088.226855, 18094.528544 
0, 47, 374.239942, 7132.507573 
0, 48, 590.952023, 7687.325914 
0, 49, 383.655177, 5908.591651 
0, 50, 1107.279447, 16965.467946 
0, 51, 1072.690798, 16901.232165 
0, 52, 1255.737804, 23075.202373 
0, 53, 91.719116, 1194.355447 
0, 54, 866.692288, 16569.656297 
0, 55, 551.313256, 10508.954709 
0, 56, 917.614703, 18512.635819 
0, 57, 462.434917, 8779.872349 
0, 58, 296.378687, 4872.437032 
0, 59, 483.678894, 7562.847213 
0, 60, 119.605148, 1558.097145 
0, 61, 372.999255, 5768.059846 
0, 62, 607.096463, 11498.062326 
0, 63, 959.494751, 16880.595640 
0, 64, 418.334347, 6468.516631 
0, 65, 516.231253, 8307.027904 
0, 66, 431.493641, 5615.004772 
0, 67, 1156.626972, 19749.386217 
0, 68, 790.854826, 12853.372904 
0, 69, 1058.465387, 21303.872289 
0, 70, 646.737982, 12026.634043 
0, 71, 1185.742321, 20153.812109 
0, 72, 966.480447, 15174.814494 
0, 73, 768.331386, 13333.634514 
0, 74, 578.265481, 11115.885797 
0, 75, 1288.707793, 23076.643656 
0, 76, 346.536761, 4512.551447 
0, 77, 836.915005, 15026.013796 
0, 78, 427.595513, 8025.264905 
0, 79, 1005.093056, 19511.903650 
0, 80, 1110.047727, 21140.263437 
0, 81, 709.120826, 13030.207230 
0, 82, 722.399987, 11246.120863 
0, 83, 488.995541, 7276.050567 
0, 84, 906.374033, 17677.249575 
0, 85, 1215.183579, 25801.401521 
0, 86, 596.289245, 7848.072319 
0, 87, 1014.141409, 19507.088557 
0, 88, 766.599672, 14052.547174 
0, 89, 640.233183, 8325.970892 
0, 90, 776.663183, 15399.396368 
0, 91, 1113.342716, 17045.532905 
0, 92, 750.979107, 13913.217785 
0, 93, 613.983955, 8902.127634 
0, 94, 686.942151, 10527.897713 
0, 95, 492.343697, 6405.504965 
0, 96, 896.331597, 15512.358149 
0, 97, 993.791853, 16163.101106 
0, 98, 930.777837, 15339.635745 
0, 99, 656.859242, 11140.162694 
0, 100, 853.718304, 15253.597119 
1, 0, 1028.532373, 20529.297748 
1, 1, 0.000000, 0.000000 
1, 2, 31.865032, 420.667854 
1, 3, 501.588464, 7210.150783 
1, 4, 481.206996, 6439.012948 
1, 5, 346.260279, 5244.126199 
1, 6, 802.423793, 14869.261816 
1, 7, 833.734726, 15069.488195 
1, 8, 539.324490, 7864.527837 
1, 9, 634.415128, 11793.642397 
1, 10, 606.712093, 11476.802120 
1, 11, 912.297401, 17049.890816 
1, 12, 290.357271, 4088.444803 
1, 13, 301.603585, 3992.370474 
1, 14, 288.350062, 3802.724228 
1, 15, 359.881696, 5532.703103 
1, 16, 362.634429, 4765.881937 
1, 17, 816.598088, 15668.368839 
1, 18, 359.583411, 4815.596861 
1, 19, 220.038569, 2907.268640 
1, 20, 287.296879, 3793.249927 
1, 21, 390.991879, 5087.586692 
1, 22, 247.973155, 3254.213038 
1, 23, 555.998080, 10861.658718 
1, 24, 734.378623, 13785.787350 
1, 25, 540.229849, 10768.620248 
1, 26, 1199.983920, 22788.948294 
1, 27, 198.978493, 2885.724205 
1, 28, 251.890405, 3306.373090 
1, 29, 335.071677, 4402.773815 
1, 30, 867.636081, 18446.708054 
1, 31, 592.674715, 8561.164421 
1, 32, 534.941841, 7135.274129 
1, 33, 384.486118, 5435.478626 
1, 34, 805.725774, 15523.722899 
1, 35, 982.085061, 19269.575007 
1, 36, 1020.569019, 18316.888968 
1, 37, 524.936087, 9583.750834 
1, 38, 282.295075, 3729.552533 
1, 39, 150.686000, 2006.869260 
1, 40, 378.959212, 5549.166518 
1, 41, 303.505850, 4381.428618 
1, 42, 231.729193, 3014.053536 
1, 43, 289.593586, 4335.242279 
1, 44, 630.143106, 9041.291068 
1, 45, 296.370765, 3854.132240 
1, 46, 478.551663, 9244.285324 
1, 47, 797.663056, 16871.957058 
1, 48, 804.157473, 11310.306786 
1, 49, 813.638495, 15948.748249 
1, 50, 434.926199, 7438.270360 
1, 51, 317.252219, 4591.365156 
1, 52, 261.740580, 3450.790319 
1, 53, 946.419681, 19459.964182 
1, 54, 409.859187, 5643.299433 
1, 55, 526.202386, 7261.143111 
1, 56, 636.977647, 12322.828092 
1, 57, 957.407257, 13301.063340 
1, 58, 969.017619, 19099.322903 
1, 59, 670.846155, 13708.163397 
1, 60, 924.346941, 19174.241846 
1, 61, 810.330886, 16528.785883 
1, 62, 629.252502, 12889.942888 
1, 63, 1002.966340, 18549.578355 
1, 64, 1046.279450, 20115.766160 
1, 65, 851.018151, 15499.072169 
1, 66, 810.292024, 15581.624392 
1, 67, 241.218090, 3663.314355 
1, 68, 496.620033, 6743.257986 
1, 69, 19.658463, 266.569007 
1, 70, 690.209571, 13695.616758 
1, 71, 270.333439, 4067.740247 
1, 72, 550.506329, 10903.491347 
1, 73, 358.526022, 5283.640702 
1, 74, 621.737070, 12784.868512 
1, 75, 432.724013, 5628.363887 
1, 76, 922.785235, 17372.571953 
1, 77, 625.236908, 10901.003659 
1, 78, 766.368826, 15205.807948 
1, 79, 202.905974, 2876.358606 
1, 80, 495.412213, 6755.313901 
1, 81, 662.113490, 12668.317620 
1, 82, 686.341931, 9777.159049 
1, 83, 786.981864, 13424.059746 
1, 84, 659.748834, 12169.685788 
1, 85, 349.383685, 6619.851271 
1, 86, 698.310682, 13423.363700 
1, 87, 309.775666, 4341.355794 
1, 88, 810.071261, 15721.529889 
1, 89, 764.594820, 10793.982195 
1, 90, 496.026126, 9209.588642 
1, 91, 474.025633, 6858.442617 
1, 92, 397.640609, 5596.585179 
1, 93, 658.177523, 11749.523837 
1, 94, 982.460153, 17476.341716 
1, 95, 846.984738, 11871.257037 
1, 96, 939.803186, 17181.340865 
1, 97, 270.097932, 3836.872149 
1, 98, 263.248294, 3425.920830 
1, 99, 795.642015, 11195.457888 
1, 100, 296.991320, 4658.916954 
2, 0, 998.535294, 20152.929875 
2, 1, 31.865032, 420.667854 
2, 2, 0.000000, 0.000000 
2, 3, 486.934956, 6518.958021 
2, 4, 451.209917, 6062.645075 
2, 5, 357.031295, 5343.447255 
2, 6, 772.426714, 14492.893943 
2, 7, 803.737647, 14693.120322 
2, 8, 509.327411, 7488.159964 
2, 9, 604.418049, 11417.274524 
2, 10, 576.715014, 11100.434247 
2, 11, 882.300322, 16673.522943 
2, 12, 256.720967, 3664.767005 
2, 13, 336.847421, 4419.083853 
2, 14, 311.237231, 4059.555274 
2, 15, 342.170451, 6336.056295 
2, 16, 397.878265, 5192.595317 
2, 17, 786.601009, 15292.000966 
2, 18, 329.586332, 4439.228988 
2, 19, 250.970536, 3268.682062 
2, 20, 322.635334, 4221.193355 
2, 21, 357.355576, 4663.908894 
2, 22, 270.860324, 3511.044084 
2, 23, 526.001001, 10485.290845 
2, 24, 704.381545, 13409.419477 
2, 25, 510.232770, 10392.252375 
2, 26, 1169.986841, 22412.580421 
2, 27, 165.342189, 2462.046408 
2, 28, 274.777575, 3563.204136 
2, 29, 370.315514, 4829.487194 
2, 30, 837.639003, 18070.340181 
2, 31, 562.677636, 8184.796548 
2, 32, 504.944763, 6758.906256 
2, 33, 354.489039, 5059.110753 
2, 34, 775.728695, 15147.355026 
2, 35, 952.087983, 18893.207134 
2, 36, 990.571940, 17940.521095 
2, 37, 494.939008, 9207.382961 
2, 38, 269.278277, 3521.311476 
2, 39, 181.617968, 2368.282682 
2, 40, 348.962133, 5172.798646 
2, 41, 269.869546, 3957.750821 
2, 42, 198.092890, 2590.375738 
2, 43, 320.525553, 4696.655701 
2, 44, 600.146027, 8664.923195 
2, 45, 262.734462, 3430.454443 
2, 46, 448.554585, 8867.917451 
2, 47, 767.665977, 16495.589185 
2, 48, 774.160394, 10933.938913 
2, 49, 783.641416, 15572.380376 
2, 50, 404.929120, 7061.902487 
2, 51, 328.023235, 4690.686212 
2, 52, 283.335929, 3700.073363 
2, 53, 916.422602, 19083.596309 
2, 54, 376.222884, 5219.621635 
2, 55, 496.205307, 6884.775238 
2, 56, 606.980568, 11946.460219 
2, 57, 927.410178, 12924.695467 
2, 58, 939.020541, 18722.955030 
2, 59, 640.849076, 13331.795524 
2, 60, 894.349862, 18797.873973 
2, 61, 780.333807, 16152.418010 
