% nodeID, nodeType, latDeg, lonDeg, altMeters, parcelWtLbs 
0, 0, 47.693516, -122.107929, 0.000000, -1.000000 
1, 1, 47.705069, -122.174358, 0.000000, 3.000000 
2, 1, 47.683405, -122.248093, 0.000000, 2.000000 
3, 1, 47.496122, -122.365191, 0.000000, 2.000000 
4, 1, 47.530065, -122.196865, 0.000000, 5.000000 
5, 1, 47.637695, -122.138790, 0.000000, 2.000000 
6, 1, 47.675826, -122.314195, 0.000000, 5.000000 
7, 1, 47.650035, -122.194686, 0.000000, 100.000000 
8, 1, 47.493677, -122.234717, 0.000000, 100.000000 
9, 1, 47.640464, -122.192521, 0.000000, 1.000000 
10, 1, 47.533048, -122.317189, 0.000000, 5.000000 
11, 1, 47.469062, -122.223122, 0.000000, 100.000000 
12, 1, 47.637992, -122.191499, 0.000000, 100.000000 
13, 1, 47.628766, -122.127835, 0.000000, 1.000000 
14, 1, 47.531870, -122.373943, 0.000000, 3.000000 
15, 1, 47.683953, -122.174436, 0.000000, 100.000000 
16, 1, 47.488105, -122.259013, 0.000000, 4.000000 
17, 1, 47.520666, -122.271126, 0.000000, 100.000000 
18, 1, 47.631172, -122.108459, 0.000000, 1.000000 
19, 1, 47.619305, -122.156667, 0.000000, 2.000000 
20, 1, 47.707926, -122.346107, 0.000000, 1.000000 
21, 1, 47.689979, -122.399808, 0.000000, 4.000000 
22, 1, 47.622158, -122.308048, 0.000000, 2.000000 
23, 1, 47.682325, -122.125058, 0.000000, 3.000000 
24, 1, 47.577925, -122.175089, 0.000000, 100.000000 
25, 1, 47.494861, -122.351430, 0.000000, 100.000000 
26, 1, 47.651657, -122.310596, 0.000000, 3.000000 
27, 1, 47.474987, -122.200517, 0.000000, 5.000000 
28, 1, 47.491308, -122.325699, 0.000000, 1.000000 
29, 1, 47.523500, -122.187879, 0.000000, 2.000000 
30, 1, 47.699654, -122.366174, 0.000000, 2.000000 
31, 1, 47.508192, -122.253925, 0.000000, 2.000000 
32, 1, 47.561239, -122.156637, 0.000000, 5.000000 
33, 1, 47.518118, -122.314286, 0.000000, 4.000000 
34, 1, 47.711910, -122.287156, 0.000000, 100.000000 
35, 1, 47.609938, -122.154669, 0.000000, 100.000000 
36, 1, 47.567306, -122.330284, 0.000000, 1.000000 
37, 1, 47.502981, -122.166180, 0.000000, 2.000000 
38, 1, 47.692888, -122.301488, 0.000000, 5.000000 
39, 1, 47.688148, -122.190232, 0.000000, 1.000000 
40, 1, 47.544455, -122.373788, 0.000000, 1.000000 
41, 1, 47.652155, -122.387712, 0.000000, 3.000000 
42, 1, 47.526873, -122.317093, 0.000000, 3.000000 
43, 1, 47.628714, -122.373551, 0.000000, 5.000000 
44, 1, 47.706847, -122.154215, 0.000000, 3.000000 
45, 1, 47.508581, -122.118967, 0.000000, 1.000000 
46, 1, 47.646839, -122.402538, 0.000000, 3.000000 
47, 1, 47.572187, -122.210293, 0.000000, 1.000000 
48, 1, 47.646614, -122.382687, 0.000000, 4.000000 
49, 1, 47.601102, -122.143892, 0.000000, 2.000000 
50, 1, 47.580586, -122.175236, 0.000000, 2.000000 
