% nodeID, nodeType, latDeg, lonDeg, altMeters, parcelWtLbs 
0, 0, 42.987215, -78.884272, 0.000000, -1.000000 
1, 1, 42.967903, -78.742750, 0.000000, 100.000000 
2, 1, 42.944334, -78.868111, 0.000000, 2.000000 
3, 1, 42.904556, -78.775269, 0.000000, 3.000000 
4, 1, 42.866710, -78.801124, 0.000000, 1.000000 
5, 1, 42.942746, -78.799058, 0.000000, 2.000000 
6, 1, 42.986495, -78.788697, 0.000000, 3.000000 
7, 1, 42.961267, -78.723628, 0.000000, 3.000000 
8, 1, 42.945493, -78.803404, 0.000000, 5.000000 
9, 1, 42.877428, -78.784632, 0.000000, 1.000000 
10, 1, 42.906795, -78.766899, 0.000000, 5.000000 
11, 1, 42.873141, -78.866639, 0.000000, 3.000000 
12, 1, 42.995334, -78.871871, 0.000000, 2.000000 
13, 1, 42.884123, -78.740247, 0.000000, 100.000000 
14, 1, 42.920439, -78.719010, 0.000000, 1.000000 
15, 1, 42.918935, -78.789595, 0.000000, 4.000000 
16, 1, 42.896431, -78.833569, 0.000000, 2.000000 
17, 1, 42.880556, -78.884805, 0.000000, 5.000000 
18, 1, 42.934767, -78.884904, 0.000000, 3.000000 
19, 1, 42.922841, -78.857359, 0.000000, 100.000000 
20, 1, 42.969107, -78.880536, 0.000000, 1.000000 
21, 1, 42.923143, -78.857973, 0.000000, 3.000000 
22, 1, 42.936197, -78.724419, 0.000000, 1.000000 
23, 1, 42.931830, -78.754148, 0.000000, 4.000000 
24, 1, 42.966456, -78.824992, 0.000000, 100.000000 
25, 1, 42.980457, -78.858569, 0.000000, 100.000000 
